,id_estudiante,propuesta,estado_inscripcion,fecha_ingreso,fecha_inscripcion,ingreso_aprobadas,ingreso_libres,ingreso_totales,cursadas_aprobadas,cursadas_regulares,cursadas_libres,cursadas_totales,inscripciones_examenes,examenes_aprobados,anio_ingreso,fecha_ultimo_examen,anio_ultima_reinscripcion,promedio_sin_aplazos,promedio_con_aplazos,actividades_aprobadas,total_actividades,regular,calidad,segundo_anio
174,CB-016125-6,134,Pendiente,01/04/2020,18/12/2019,2,0,2,0,0,0,3,0,0,2020,23/08/2021,2021.0,7.8,7.8,6,40,S,A,S
175,CB-015806-9,134,Aceptado,01/04/2020,25/11/2019,1,1,2,0,0,3,3,1,0,2020,18/08/2021,2021.0,9.0,9.0,3,40,S,A,N
176,CB-016445-0,134,Aceptado,01/04/2020,10/02/2020,1,1,2,1,1,1,3,1,1,2020,,,8.0,8.0,1,40,N,P,N
177,CB-016417-4,134,Pendiente,01/04/2020,04/02/2020,1,1,2,0,0,0,3,0,0,2020,,,8.0,8.0,1,40,N,P,N
178,CB-016083-7,134,Pendiente,01/04/2020,17/12/2019,0,2,2,0,0,0,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
179,CB-016055-1,134,Pendiente,01/04/2020,16/12/2019,1,1,2,0,0,0,3,0,0,2020,20/08/2021,2021.0,5.8,6.88,8,40,S,A,S
180,CB-015813-1,134,Pendiente,01/04/2020,26/11/2019,2,0,2,0,0,0,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
181,CB-016038-1,134,Pendiente,01/04/2020,13/12/2019,1,1,2,0,0,0,3,0,0,2020,14/12/2020,2021.0,8.0,8.0,3,40,S,A,N
182,CB-015798-4,134,Aceptado,01/04/2020,21/11/2019,1,1,2,1,0,2,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
183,CB-016495-6,134,Pendiente,01/04/2020,10/02/2020,1,1,2,0,0,0,3,0,0,2020,,,6.0,6.0,1,40,N,P,N
184,CB-015954-5,134,Pendiente,01/04/2020,10/12/2019,1,1,2,0,0,0,3,0,0,2020,20/08/2021,2021.0,5.31,6.75,8,40,S,A,S
185,CB-016779-3,134,Aceptado,01/04/2020,10/03/2020,1,1,2,1,0,2,3,0,0,2020,,,6.0,6.0,1,40,N,P,N
186,CB-015897-2,134,Pendiente,01/04/2020,05/12/2019,2,0,2,0,0,0,3,0,0,2020,23/08/2021,2021.0,5.33,7.0,9,40,S,A,S
187,CB-016454-9,134,Aceptado,01/04/2020,14/02/2020,1,1,2,0,0,3,3,0,0,2020,,,6.0,6.0,1,40,N,P,N
188,CB-015789-5,134,Aceptado,01/04/2020,19/11/2019,0,2,2,0,2,1,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
189,CB-016121-3,134,Pendiente,01/04/2020,18/12/2019,2,0,2,0,0,0,3,0,0,2020,,2021.0,7.0,7.0,2,40,S,A,N
190,CB-016019-5,134,Pendiente,01/04/2020,12/12/2019,1,1,2,0,0,0,3,0,0,2020,,,7.0,7.0,1,40,N,P,N
191,CB-015815-8,134,Aceptado,01/04/2020,27/11/2019,1,1,2,0,0,3,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
192,CB-015887-5,134,Pendiente,01/04/2020,05/12/2019,0,2,2,0,0,0,3,0,0,2020,18/08/2021,2021.0,6.33,7.2,7,40,S,A,S
193,CB-016041-1,134,Aceptado,01/04/2020,13/12/2019,0,2,2,0,1,2,3,0,0,2020,,,8.0,8.0,1,40,N,P,N
194,CB-015841-7,134,Pendiente,01/04/2020,03/12/2019,1,1,2,0,0,0,3,0,0,2020,18/08/2021,2021.0,7.33,7.33,5,40,S,A,S
195,CB-015856-5,134,Aceptado,01/04/2020,03/12/2019,1,1,2,0,0,3,3,0,0,2020,20/08/2021,2021.0,5.25,7.5,2,40,S,A,N
196,CB-016017-9,134,Pendiente,01/04/2020,12/12/2019,1,1,2,0,0,0,3,0,0,2020,23/08/2021,2021.0,5.23,6.33,14,40,S,A,S
197,CB-015870-1,134,Aceptado,01/04/2020,04/12/2019,1,1,2,0,2,1,3,0,0,2020,,2021.0,7.0,7.0,3,40,S,A,N
198,CB-016453-1,134,Aceptado,01/04/2020,13/02/2020,0,2,2,2,0,1,3,0,0,2020,,,7.0,7.0,1,40,N,P,N
199,CB-016497-2,134,Aceptado,01/04/2020,11/02/2020,1,1,2,0,1,2,3,0,0,2020,,2021.0,7.0,7.0,7,40,S,A,S
200,CB-015934-1,134,Aceptado,01/04/2020,09/12/2019,1,1,2,0,1,2,3,0,0,2020,,2021.0,8.33,8.33,3,40,S,A,N
201,CB-016510-3,134,Pendiente,01/04/2020,12/02/2020,1,1,2,0,0,0,3,0,0,2020,,,6.0,6.0,1,40,N,P,N
202,CB-015994-4,134,Pendiente,01/04/2020,12/12/2019,1,1,2,0,0,0,3,0,0,2020,16/03/2021,2021.0,6.5,6.5,2,40,S,A,N
203,CB-015834-4,134,Pendiente,01/04/2020,02/12/2019,1,1,2,0,0,0,3,0,0,2020,,2021.0,7.67,7.67,3,40,S,A,N
204,CB-015973-1,134,Pendiente,01/04/2020,11/12/2019,2,0,2,0,0,0,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
205,CB-015819-1,134,Pendiente,01/04/2020,27/11/2019,2,0,2,0,0,0,3,0,0,2020,,2021.0,6.67,6.67,3,40,S,A,N
206,CB-015319-9,134,Aceptado,01/04/2020,12/02/2020,1,1,2,3,0,0,3,0,0,2020,,2021.0,8.0,8.0,3,40,S,A,N
207,CB-016047-1,134,Aceptado,01/04/2020,16/12/2019,1,1,2,1,0,2,3,0,0,2020,,,6.0,6.0,1,40,N,P,N
208,CB-015989-8,134,Pendiente,01/04/2020,11/12/2019,2,0,2,0,0,0,3,0,0,2020,,2021.0,8.5,8.5,2,40,S,A,N
209,CB-016042-0,134,Pendiente,01/04/2020,13/12/2019,1,1,2,0,0,0,3,0,0,2020,,2021.0,6.5,6.5,2,40,S,A,N
210,CB-016066-7,134,Pendiente,01/04/2020,17/12/2019,1,1,2,0,0,0,3,0,0,2020,,2021.0,7.0,7.0,3,40,S,A,N
211,CB-016503-1,134,Aceptado,01/04/2020,12/02/2020,2,0,2,0,0,3,3,0,0,2020,17/03/2021,2021.0,7.29,7.29,7,40,S,A,S
212,CB-016111-6,134,Pendiente,01/04/2020,18/12/2019,2,0,2,0,0,0,3,0,0,2020,,,7.0,7.0,1,40,N,P,N
213,CB-016080-2,134,Pendiente,01/04/2020,17/12/2019,0,2,2,0,0,0,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
214,CB-015941-3,134,Pendiente,01/04/2020,09/12/2019,0,2,2,0,0,0,3,0,0,2020,20/08/2021,2021.0,5.83,6.56,9,40,S,A,S
215,CB-016091-8,134,Pendiente,01/04/2020,17/12/2019,1,1,2,0,0,0,3,0,0,2020,,,7.0,7.0,1,40,N,P,N
216,CB-015827-1,134,Aceptado,01/04/2020,28/11/2019,2,0,2,0,0,3,3,0,0,2020,15/03/2021,2021.0,6.5,8.0,3,40,S,A,N
217,CB-015923-5,134,Aceptado,01/04/2020,09/12/2019,2,0,2,1,0,2,3,0,0,2020,,2021.0,7.5,7.5,4,40,S,A,N
218,CB-015842-5,134,Pendiente,01/04/2020,03/12/2019,1,1,2,0,0,0,3,0,0,2020,20/08/2021,2021.0,6.5,8.0,3,40,S,A,N
219,CB-016137-0,134,Pendiente,01/04/2020,18/12/2019,1,1,2,0,0,0,3,0,0,2020,,,9.0,9.0,1,40,N,P,N
220,CB-016499-9,134,Aceptado,01/04/2020,11/02/2020,2,0,2,0,2,1,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
221,CB-015961-8,134,Pendiente,01/04/2020,10/12/2019,1,1,2,0,0,0,3,0,0,2020,,,6.0,6.0,1,40,N,P,N
222,CB-015781-0,134,Aceptado,01/04/2020,19/11/2019,1,1,2,1,0,2,3,0,0,2020,,2021.0,7.33,7.33,3,40,S,A,N
223,CB-015959-6,134,Pendiente,01/04/2020,10/12/2019,0,2,2,0,0,0,3,0,0,2020,15/12/2020,2021.0,7.0,7.0,5,40,S,A,S
224,CB-015818-2,134,Aceptado,01/04/2020,27/11/2019,2,0,2,2,1,0,3,0,0,2020,18/08/2021,2021.0,7.92,8.36,13,40,S,A,S
225,CB-016049-7,134,Pendiente,01/04/2020,16/12/2019,1,1,2,0,0,0,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
226,CB-015909-0,134,Pendiente,01/04/2020,06/12/2019,1,1,2,0,0,0,3,0,0,2020,,2021.0,7.0,7.0,2,40,S,A,N
227,CB-015803-4,134,Aceptado,01/04/2020,22/11/2019,0,2,2,0,2,1,3,0,0,2020,23/08/2021,2021.0,7.75,8.09,11,40,S,A,S
228,CB-016396-8,134,Pendiente,01/04/2020,20/12/2019,1,1,2,0,0,0,3,0,0,2020,18/08/2021,2021.0,6.0,6.63,10,40,S,A,S
229,CB-016477-8,134,Pendiente,01/04/2020,04/02/2020,1,1,2,0,0,0,3,0,0,2020,,2021.0,6.67,6.67,3,40,S,A,N
230,CB-016102-7,134,Pendiente,01/04/2020,18/12/2019,1,1,2,0,0,0,3,0,0,2020,,2021.0,6.4,6.4,5,40,S,A,S
231,CB-015933-2,134,Aceptado,01/04/2020,09/12/2019,2,0,2,1,0,2,3,0,0,2020,,2021.0,8.0,8.0,2,40,S,A,N
232,CB-015867-1,134,Pendiente,01/04/2020,04/12/2019,2,0,2,0,0,0,3,0,0,2020,05/08/2021,2021.0,7.43,7.43,9,40,S,A,S
233,CB-016114-1,134,Aceptado,01/04/2020,18/12/2019,2,0,2,2,0,1,3,0,0,2020,,2021.0,7.5,7.5,2,40,S,A,N
234,CB-016028-4,134,Pendiente,01/04/2020,13/12/2019,2,0,2,0,0,0,3,0,0,2020,,2021.0,7.33,7.33,3,40,S,A,N
235,CB-015889-1,134,Pendiente,01/04/2020,05/12/2019,1,1,2,0,0,0,3,0,0,2020,,,6.0,6.0,1,40,N,P,N
236,CB-016082-9,134,Pendiente,01/04/2020,17/12/2019,1,1,2,0,0,0,3,0,0,2020,,2021.0,7.5,7.5,2,40,S,A,N
237,CB-016014-4,134,Pendiente,01/04/2020,12/12/2019,0,2,2,0,0,0,3,0,0,2020,,,8.0,8.0,1,40,N,P,N
238,CB-015780-1,134,Aceptado,01/04/2020,19/11/2019,1,1,2,0,0,3,3,0,0,2020,,,6.0,6.0,1,40,N,P,N
239,CB-015844-1,134,Pendiente,01/04/2020,03/12/2019,1,1,2,0,0,0,3,0,0,2020,,2021.0,7.67,7.67,3,40,S,A,N
240,CB-016025-0,134,Pendiente,01/04/2020,13/12/2019,2,0,2,0,0,0,3,0,0,2020,05/08/2021,2021.0,5.38,6.5,6,40,S,A,S
241,CB-016761-1,134,Pendiente,01/04/2020,02/03/2020,2,0,2,0,0,0,3,0,0,2020,18/03/2021,2021.0,6.75,8.33,3,40,S,A,N
242,CB-015977-4,134,Pendiente,01/04/2020,11/12/2019,1,1,2,0,0,0,3,0,0,2020,,,9.0,9.0,1,40,N,P,N
243,CB-016129-9,134,Pendiente,01/04/2020,18/12/2019,1,1,2,0,0,0,3,0,0,2020,,,9.0,9.0,1,40,N,P,N
244,CB-016489-1,134,Aceptado,01/04/2020,06/02/2020,1,1,2,1,1,1,3,0,0,2020,,,7.0,7.0,1,40,N,P,N
245,CB-015881-6,134,Pendiente,01/04/2020,04/12/2019,1,1,2,0,0,0,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
246,CB-016428-0,134,Aceptado,01/04/2020,05/02/2020,1,1,2,0,1,2,3,0,0,2020,20/08/2021,2021.0,6.27,7.38,10,40,S,A,S
247,CB-016413-1,134,Aceptado,01/04/2020,04/02/2020,2,0,2,0,0,3,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
248,CB-015865-4,134,Aceptado,01/04/2020,03/12/2019,1,1,2,1,0,2,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
249,CB-015864-6,134,Pendiente,01/04/2020,03/12/2019,1,1,2,0,0,0,3,0,0,2020,,2021.0,7.57,7.57,7,40,S,A,S
250,CB-016463-8,134,Pendiente,01/04/2020,14/02/2020,1,1,2,0,0,0,3,0,0,2020,,,8.0,8.0,1,40,N,P,N
251,CB-015982-1,134,Pendiente,01/04/2020,11/12/2019,1,1,2,0,0,0,3,0,0,2020,,2021.0,7.0,7.0,2,40,S,A,N
252,CB-016432-8,134,Aceptado,01/04/2020,05/02/2020,1,1,2,1,1,1,3,0,0,2020,,2021.0,7.33,7.33,3,40,S,A,N
253,CB-016043-8,134,Aceptado,01/04/2020,13/12/2019,1,1,2,1,1,1,3,0,0,2020,,,7.0,7.0,1,40,N,P,N
254,CB-016753-0,134,Aceptado,01/04/2020,21/02/2020,1,1,2,1,0,2,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
255,CB-015816-6,134,Aceptado,01/04/2020,27/11/2019,1,1,2,1,0,2,3,0,0,2020,,2021.0,7.67,7.67,3,40,S,A,N
256,CB-015805-1,134,Pendiente,01/04/2020,25/11/2019,2,0,2,0,0,0,3,0,0,2020,,2021.0,6.5,6.5,2,40,S,A,N
257,CB-015792-5,134,Aceptado,01/04/2020,20/11/2019,1,1,2,0,1,2,3,0,0,2020,,2021.0,7.0,7.0,4,40,S,A,N
258,CB-015878-6,134,Pendiente,01/04/2020,04/12/2019,1,1,2,0,0,0,3,0,0,2020,,,10.0,10.0,1,40,N,P,N
259,CB-015918-9,134,Pendiente,01/04/2020,09/12/2019,1,1,2,0,0,0,3,0,0,2020,18/08/2021,2021.0,7.55,7.55,12,40,S,A,S
260,CB-016442-5,134,Aceptado,01/04/2020,10/02/2020,2,0,2,1,1,1,3,0,0,2020,,,8.0,8.0,1,40,N,P,N
261,CB-015939-1,134,Pendiente,01/04/2020,09/12/2019,1,1,2,0,0,0,3,0,0,2020,,2021.0,7.0,7.0,2,40,S,A,N
262,CB-016509-0,134,Pendiente,01/04/2020,12/02/2020,2,0,2,0,0,0,3,0,0,2020,19/08/2021,2021.0,7.33,7.33,3,40,S,A,N
263,CB-016493-0,134,Pendiente,01/04/2020,10/02/2020,0,2,2,0,0,0,3,0,0,2020,18/03/2021,2021.0,5.0,7.0,3,40,S,A,N
264,CB-016762-9,134,Pendiente,01/04/2020,03/03/2020,0,2,2,0,0,0,3,0,0,2020,,2021.0,8.0,8.0,3,40,S,A,N
265,CB-016327-5,134,Aceptado,01/04/2020,10/02/2020,1,1,2,0,0,3,3,0,0,2020,,2021.0,6.75,6.75,4,40,S,A,N
266,CB-016123-0,134,Pendiente,01/04/2020,18/12/2019,1,1,2,0,0,0,3,0,0,2020,18/08/2021,2021.0,7.25,7.25,6,40,S,A,S
267,CB-016456-5,134,Aceptado,01/04/2020,14/02/2020,2,0,2,0,1,2,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
268,CB-016103-5,134,Pendiente,01/04/2020,18/12/2019,1,1,2,0,0,0,3,0,0,2020,,2021.0,8.0,8.0,2,40,S,A,N
269,CB-016118-3,134,Pendiente,01/04/2020,18/12/2019,1,1,2,0,0,0,3,0,0,2020,,,7.0,7.0,1,40,N,P,N
270,CB-016439-5,134,Aceptado,01/04/2020,10/02/2020,2,0,2,0,0,3,3,0,0,2020,,2021.0,8.5,8.5,2,40,S,A,N
271,CB-015906-5,134,Pendiente,01/04/2020,06/12/2019,1,1,2,0,0,0,3,0,0,2020,23/08/2021,2021.0,6.67,7.6,7,40,S,A,S
272,CB-015777-1,134,Aceptado,01/04/2020,19/11/2019,0,2,2,1,1,1,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
273,CB-015957-0,134,Pendiente,01/04/2020,10/12/2019,0,2,2,0,0,0,3,0,0,2020,,2021.0,7.5,7.5,4,40,S,A,N
274,CB-015775-5,134,Pendiente,01/04/2020,19/11/2019,1,1,2,0,0,0,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
275,CB-016404-2,134,Aceptado,01/04/2020,04/02/2020,0,2,2,0,0,3,3,0,0,2020,18/08/2021,2021.0,8.0,8.0,5,40,S,A,S
276,CB-015942-1,134,Aceptado,01/04/2020,09/12/2019,2,0,2,1,0,2,3,0,0,2020,03/08/2021,2021.0,7.8,7.8,6,40,S,A,S
277,CB-015791-7,134,Aceptado,01/04/2020,20/11/2019,0,2,2,0,0,3,3,0,0,2020,,,6.0,6.0,1,40,N,P,N
278,CB-016044-6,134,Pendiente,01/04/2020,16/12/2019,0,2,2,0,0,0,3,0,0,2020,,2021.0,6.5,6.5,2,40,S,A,N
279,CB-016501-4,134,Aceptado,01/04/2020,11/02/2020,1,1,2,1,0,2,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
280,CB-013240-0,134,Aceptado,01/04/2020,28/02/2020,0,2,2,0,1,2,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
281,CB-015545-1,134,Aceptado,01/04/2020,22/11/2019,2,0,2,0,1,2,3,0,0,2020,,2021.0,9.0,9.0,2,40,S,A,N
282,CB-015830-1,134,Aceptado,01/04/2020,29/11/2019,2,0,2,0,1,2,3,0,0,2020,19/08/2021,2021.0,5.33,6.75,9,40,S,A,S
283,CB-016022-5,134,Pendiente,01/04/2020,13/12/2019,2,0,2,0,0,0,3,0,0,2020,20/03/2021,2021.0,5.25,6.33,3,40,S,A,N
284,CB-015833-6,134,Pendiente,01/04/2020,02/12/2019,1,1,2,0,0,0,3,0,0,2020,,2021.0,6.71,6.71,7,40,S,A,S
285,CB-016140-0,134,Aceptado,01/04/2020,18/12/2019,1,1,2,0,1,2,3,0,0,2020,20/08/2021,2021.0,6.6,8.67,3,40,S,A,N
286,CB-016007-1,134,Pendiente,01/04/2020,12/12/2019,0,2,2,0,0,0,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
287,CB-016440-9,134,Aceptado,01/04/2020,10/02/2020,1,1,2,1,0,2,3,1,1,2020,16/03/2021,2021.0,5.5,6.67,3,40,S,A,N
288,CB-016051-9,134,Pendiente,01/04/2020,16/12/2019,2,0,2,0,0,0,3,0,0,2020,20/08/2021,2021.0,4.6,6.33,4,40,S,A,N
289,CB-016095-1,134,Pendiente,01/04/2020,17/12/2019,1,1,2,0,0,0,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
290,CB-015863-8,134,Pendiente,01/04/2020,03/12/2019,1,1,2,0,0,0,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
291,CB-012097-5,134,Aceptado,01/04/2020,02/03/2020,1,1,2,1,1,1,3,0,0,2020,,2021.0,6.4,6.4,5,40,S,A,S
292,CB-015794-1,134,Aceptado,01/04/2020,20/11/2019,1,1,2,0,1,2,3,0,0,2020,,,6.0,6.0,1,40,N,P,N
293,CB-015929-4,134,Pendiente,01/04/2020,09/12/2019,0,2,2,0,0,0,3,0,0,2020,18/08/2021,2021.0,7.44,7.44,11,40,S,A,S
294,CB-015983-9,134,Aceptado,01/04/2020,11/12/2019,2,0,2,0,0,3,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
295,CB-016479-4,134,Pendiente,01/04/2020,04/02/2020,1,1,2,0,0,0,3,0,0,2020,,2021.0,7.0,7.0,3,40,S,A,N
296,CB-016452-2,134,Aceptado,01/04/2020,13/02/2020,2,0,2,0,0,3,3,0,0,2020,,2021.0,8.33,8.33,3,40,S,A,N
297,CB-016414-0,134,Pendiente,01/04/2020,04/02/2020,2,0,2,0,0,0,3,0,0,2020,05/08/2021,2021.0,5.71,8.25,4,40,S,A,N
298,CB-016113-2,134,Pendiente,01/04/2020,18/12/2019,1,1,2,0,0,0,3,0,0,2020,,2021.0,8.0,8.0,2,40,S,A,N
299,CB-016423-9,134,Pendiente,01/04/2020,05/02/2020,2,0,2,0,0,0,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
300,CB-015882-4,134,Pendiente,01/04/2020,05/12/2019,1,1,2,0,0,0,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
301,CB-016462-0,134,Aceptado,01/04/2020,14/02/2020,2,0,2,1,1,1,3,0,0,2020,,2021.0,7.67,7.67,3,40,S,A,N
302,CB-016086-1,134,Pendiente,01/04/2020,17/12/2019,2,0,2,0,0,0,3,0,0,2020,,2021.0,7.0,7.0,3,40,S,A,N
303,CB-016062-4,134,Pendiente,01/04/2020,16/12/2019,1,1,2,0,0,0,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
304,CB-016002-1,134,Pendiente,01/04/2020,12/12/2019,2,0,2,0,0,0,3,0,0,2020,20/08/2021,2021.0,5.67,7.25,4,40,S,A,N
305,CB-015997-9,134,Aceptado,01/04/2020,12/12/2019,2,0,2,1,1,1,3,0,0,2020,,2021.0,8.0,8.0,5,40,S,A,S
306,CB-015861-1,134,Pendiente,01/04/2020,03/12/2019,2,0,2,0,0,0,3,0,0,2020,19/08/2021,2021.0,6.91,7.4,13,40,S,A,S
307,CB-016030-6,134,Pendiente,01/04/2020,13/12/2019,2,0,2,0,0,0,3,0,0,2020,19/08/2021,2021.0,6.69,7.7,12,40,S,A,S
308,CB-016076-4,134,Pendiente,01/04/2020,17/12/2019,2,0,2,0,0,0,3,0,0,2020,17/08/2021,2021.0,6.55,7.44,10,40,S,A,S
309,CB-014390-8,134,Pendiente,01/04/2020,26/02/2020,2,0,2,0,0,0,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
310,CB-015955-3,134,Aceptado,01/04/2020,10/12/2019,2,0,2,0,0,3,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
311,CB-015871-9,134,Pendiente,01/04/2020,04/12/2019,1,1,2,0,0,0,3,0,0,2020,,2021.0,7.0,7.0,3,40,S,A,N
312,CB-016068-3,134,Pendiente,01/04/2020,17/12/2019,2,0,2,0,0,0,3,0,0,2020,,,8.0,8.0,1,40,N,P,N
313,CB-016422-1,134,Aceptado,01/04/2020,04/02/2020,0,2,2,2,0,1,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
314,CB-015980-4,134,Pendiente,01/04/2020,11/12/2019,2,0,2,0,0,0,3,0,0,2020,,2021.0,7.5,7.5,2,40,S,A,N
315,CB-016023-3,134,Aceptado,01/04/2020,13/12/2019,0,2,2,0,0,3,3,0,0,2020,,2021.0,7.75,7.75,4,40,S,A,N
316,CB-017734-9,134,Pendiente,01/04/2020,17/02/2020,2,0,2,0,0,0,3,0,0,2020,,2021.0,8.0,8.0,2,40,S,A,N
317,CB-016408-5,134,Aceptado,01/04/2020,04/02/2020,1,1,2,0,0,3,3,0,0,2020,,,9.0,9.0,1,40,N,P,N
318,CB-015868-9,134,Pendiente,01/04/2020,04/12/2019,2,0,2,0,0,0,3,0,0,2020,,2021.0,8.25,8.25,4,40,S,A,N
319,CB-015979-1,134,Pendiente,01/04/2020,11/12/2019,1,1,2,0,0,0,3,0,0,2020,,2021.0,7.5,7.5,2,40,S,A,N
320,CB-015926-0,134,Pendiente,01/04/2020,09/12/2019,0,2,2,0,0,0,3,0,0,2020,,2021.0,6.75,6.75,4,40,S,A,N
321,CB-015950-2,134,Pendiente,01/04/2020,10/12/2019,1,1,2,0,0,0,3,0,0,2020,,2021.0,7.33,7.33,3,40,S,A,N
322,CB-015850-6,134,Pendiente,01/04/2020,03/12/2019,0,2,2,0,0,0,3,0,0,2020,18/08/2021,2021.0,7.7,7.7,12,40,S,A,S
323,CB-016092-6,134,Aceptado,01/04/2020,17/12/2019,0,2,2,1,2,0,3,0,0,2020,,,7.0,7.0,1,40,N,P,N
324,CB-015984-7,134,Pendiente,01/04/2020,11/12/2019,1,1,2,0,0,0,3,0,0,2020,,,7.0,7.0,1,40,N,P,N
325,CB-015894-8,134,Pendiente,01/04/2020,05/12/2019,1,1,2,0,0,0,3,0,0,2020,03/08/2021,2021.0,8.67,8.67,7,40,S,A,S
326,CB-015971-5,134,Pendiente,01/04/2020,11/12/2019,2,0,2,0,0,0,3,0,0,2020,,2021.0,7.5,7.5,2,40,S,A,N
327,CB-013985-4,134,Aceptado,01/04/2020,21/11/2019,1,1,2,1,2,0,3,0,0,2020,20/08/2021,2021.0,6.94,7.13,17,40,S,A,S
328,CB-016094-2,134,Pendiente,01/04/2020,17/12/2019,2,0,2,0,0,0,3,0,0,2020,,2021.0,6.5,6.5,2,40,S,A,N
329,CB-016036-5,134,Pendiente,01/04/2020,13/12/2019,2,0,2,0,0,0,3,0,0,2020,,2021.0,7.0,7.0,2,40,S,A,N
330,CB-016421-2,134,Aceptado,01/04/2020,04/02/2020,2,0,2,0,2,1,3,0,0,2020,,,8.0,8.0,1,40,N,P,N
331,CB-016098-5,134,Pendiente,01/04/2020,18/12/2019,2,0,2,0,0,0,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
332,CB-013150-1,134,Aceptado,01/04/2020,22/11/2019,1,1,2,0,2,1,3,0,0,2020,,2021.0,7.14,7.14,7,40,S,A,S
333,CB-015949-9,134,Pendiente,01/04/2020,10/12/2019,2,0,2,0,0,0,3,0,0,2020,19/12/2020,2021.0,5.14,6.4,5,40,S,A,S
334,CB-013914-5,134,Aceptado,01/04/2020,10/02/2020,2,0,2,1,0,2,3,0,0,2020,05/08/2021,2021.0,6.59,6.81,28,40,S,A,S
335,CB-016039-0,134,Aceptado,01/04/2020,13/12/2019,2,0,2,1,1,1,3,0,0,2020,,,7.0,7.0,1,40,N,P,N
336,CB-015946-4,134,Pendiente,01/04/2020,10/12/2019,2,0,2,0,0,0,3,0,0,2020,,2021.0,6.0,6.0,2,40,S,A,N
337,CB-016063-2,134,Pendiente,01/04/2020,17/12/2019,2,0,2,0,0,0,3,0,0,2020,,,7.0,7.0,1,40,N,P,N
338,CB-016126-4,134,Pendiente,01/04/2020,18/12/2019,2,0,2,0,0,0,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
339,CB-016504-9,134,Pendiente,01/04/2020,12/02/2020,2,0,2,0,0,0,3,0,0,2020,,2021.0,8.5,8.5,2,40,S,A,N
340,CB-016464-6,134,Pendiente,01/04/2020,14/02/2020,2,0,2,0,0,0,3,0,0,2020,,2021.0,6.0,6.0,2,40,S,A,N
341,CB-016107-8,134,Pendiente,01/04/2020,18/12/2019,1,1,2,0,0,0,3,0,0,2020,,,8.0,8.0,1,40,N,P,N
342,CB-015821-2,134,Pendiente,01/04/2020,27/11/2019,1,1,2,0,0,0,3,0,0,2020,20/08/2021,2021.0,7.42,7.73,16,40,S,A,S
343,CB-016515-4,134,Aceptado,01/04/2020,13/02/2020,2,0,2,1,0,2,3,0,0,2020,18/08/2021,2021.0,7.55,7.9,10,40,S,A,S
344,CB-016046-2,134,Pendiente,01/04/2020,16/12/2019,2,0,2,0,0,0,3,0,0,2020,18/08/2021,2021.0,5.8,6.75,4,40,S,A,N
345,CB-016093-4,134,Aceptado,01/04/2020,17/12/2019,2,0,2,0,0,3,3,0,0,2020,16/03/2021,2021.0,7.09,7.6,14,40,S,A,S
346,CB-016482-4,134,Aceptado,01/04/2020,04/02/2020,1,1,2,1,1,1,3,1,0,2020,,,8.0,8.0,1,40,N,P,N
347,CB-016466-2,134,Aceptado,01/04/2020,14/02/2020,1,1,2,0,1,2,3,0,0,2020,,,7.0,7.0,1,40,N,P,N
348,CB-016486-7,134,Aceptado,01/04/2020,06/02/2020,1,1,2,1,0,2,3,0,0,2020,,,0.0,0.0,0,40,N,P,N
349,CB-015840-9,134,Pendiente,01/04/2020,03/12/2019,0,2,2,0,0,0,3,0,0,2020,19/08/2021,2021.0,6.33,7.4,12,40,S,A,S
350,CB-015845-0,134,Aceptado,01/04/2020,03/12/2019,2,0,2,0,1,2,3,0,0,2020,18/08/2021,2021.0,7.08,8.1,11,40,S,A,S
351,CB-015784-4,134,Aceptado,01/04/2020,19/11/2019,1,1,2,0,1,2,3,0,0,2020,18/08/2021,2021.0,8.17,8.17,8,40,S,A,S
